redis_redis-master_1;0.29;6.406;0.08
redis_redis-replica_1;0.37;6.5;0.08
redis_redis-master_1;0.29;6.406;0.08
redis_redis-replica_1;0.34;6.5;0.08
redis_redis-master_1;0.3;6.406;0.08
redis_redis-replica_1;0.34;6.5;0.08
redis_redis-master_1;0.3;6.406;0.08
redis_redis-replica_1;0.35;6.496;0.08
redis_redis-master_1;0.22;6.406;0.08
redis_redis-replica_1;0.35;6.496;0.08
redis_redis-master_1;0.22;6.406;0.08
redis_redis-replica_1;0.37;6.5;0.08
redis_redis-master_1;0.23;6.406;0.08
redis_redis-replica_1;0.37;6.5;0.08
redis_redis-master_1;0.23;6.406;0.08
redis_redis-replica_1;0.38;6.5;0.08
redis_redis-master_1;0.26;6.406;0.08
redis_redis-replica_1;0.38;6.5;0.08
redis_redis-master_1;0.26;6.406;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;0.31;6.406;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;0.31;6.406;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;0.31;6.531;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;0.31;6.531;0.08
redis_redis-replica_1;0.33;6.5;0.08
redis_redis-master_1;0.29;6.531;0.08
redis_redis-replica_1;0.33;6.5;0.08
redis_redis-master_1;0.29;6.531;0.08
redis_redis-replica_1;0.36;6.496;0.08
redis_redis-master_1;0.3;6.406;0.08
redis_redis-replica_1;0.36;6.496;0.08
redis_redis-master_1;0.3;6.406;0.08
redis_redis-replica_1;0.38;6.496;0.08
redis_redis-master_1;0.29;6.406;0.08
redis_redis-replica_1;0.38;6.496;0.08
redis_redis-master_1;0.29;6.406;0.08
redis_redis-replica_1;0.41;6.621;0.08
redis_redis-master_1;0.31;6.531;0.08
redis_redis-replica_1;0.41;6.621;0.08
redis_redis-master_1;0.31;6.531;0.08
redis_redis-replica_1;0.36;6.496;0.08
redis_redis-master_1;0.27;6.406;0.08
redis_redis-replica_1;0.36;6.496;0.08
redis_redis-master_1;0.27;6.406;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.28;6.531;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.28;6.531;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.26;6.406;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.26;6.406;0.08
redis_redis-replica_1;0.37;6.496;0.08
redis_redis-master_1;0.26;6.402;0.08
redis_redis-replica_1;0.37;6.496;0.08
redis_redis-master_1;0.26;6.402;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.35;6.531;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.35;6.531;0.08
redis_redis-replica_1;0.34;6.496;0.08
redis_redis-master_1;0.25;6.406;0.08
redis_redis-replica_1;0.31;6.496;0.08
redis_redis-master_1;0.25;6.406;0.08
redis_redis-replica_1;0.31;6.496;0.08
redis_redis-master_1;0.25;6.406;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;8.47;6.406;0.08
redis_redis-replica_1;0.32;6.496;0.08
redis_redis-master_1;8.47;6.406;0.08
redis_redis-replica_1;7.58;6.496;0.08
redis_redis-master_1;0.33;6.406;0.08
redis_redis-replica_1;7.58;6.496;0.08
redis_redis-master_1;0.33;6.406;0.08
redis_redis-replica_1;0.37;6.508;0.08
redis_redis-master_1;0.45;6.43;0.08
redis_redis-replica_1;0.37;6.508;0.08
redis_redis-master_1;0.45;6.43;0.08
redis_redis-replica_1;9.24;6.613;0.08
redis_redis-master_1;21.48;6.48;0.08
redis_redis-replica_1;9.24;6.613;0.08
redis_redis-master_1;21.48;6.48;0.08
redis_redis-replica_1;4.19;6.629;0.08
redis_redis-master_1;10.25;6.48;0.08
redis_redis-replica_1;4.19;6.629;0.08
redis_redis-master_1;10.25;6.48;0.08
redis_redis-replica_1;0.38;6.629;0.08
redis_redis-master_1;0.36;6.484;0.08
redis_redis-replica_1;0.38;6.629;0.08
redis_redis-master_1;0.36;6.484;0.08
redis_redis-replica_1;0.45;6.629;0.08
redis_redis-master_1;0.33;6.484;0.08
redis_redis-replica_1;0.45;6.629;0.08
redis_redis-master_1;0.33;6.484;0.08
redis_redis-replica_1;0.35;6.629;0.08
redis_redis-master_1;0.33;6.48;0.08
redis_redis-replica_1;0.35;6.629;0.08
redis_redis-master_1;0.33;6.48;0.08
redis_redis-replica_1;0.35;6.629;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.35;6.629;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.37;6.629;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.37;6.629;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.38;6.629;0.08
redis_redis-master_1;0.28;6.484;0.08
redis_redis-replica_1;0.38;6.629;0.08
redis_redis-master_1;0.28;6.484;0.08
redis_redis-replica_1;0.37;6.754;0.09
redis_redis-master_1;0.33;6.484;0.08
redis_redis-replica_1;0.37;6.754;0.09
redis_redis-master_1;0.33;6.484;0.08
redis_redis-replica_1;0.36;6.629;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.36;6.629;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.36;6.719;0.09
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.36;6.719;0.09
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.35;6.594;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.35;6.594;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.34;6.594;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.34;6.594;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.38;6.719;0.09
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.38;6.719;0.09
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.36;6.598;0.08
redis_redis-master_1;0.35;6.48;0.08
redis_redis-replica_1;0.36;6.598;0.08
redis_redis-master_1;0.35;6.48;0.08
redis_redis-replica_1;0.37;6.598;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.37;6.598;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.37;6.598;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.41;6.598;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.41;6.598;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.4;6.598;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.4;6.598;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.4;6.598;0.08
redis_redis-master_1;0.3;6.609;0.08
redis_redis-replica_1;0.4;6.598;0.08
redis_redis-master_1;0.3;6.609;0.08
redis_redis-replica_1;0.41;6.586;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.41;6.586;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.32;6.582;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.32;6.582;0.08
redis_redis-master_1;0.32;6.484;0.08
redis_redis-replica_1;0.35;6.582;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.35;6.582;0.08
redis_redis-master_1;0.34;6.484;0.08
redis_redis-replica_1;0.36;6.582;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.36;6.582;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.35;6.582;0.08
redis_redis-master_1;0.31;6.484;0.08
redis_redis-replica_1;0.35;6.582;0.08
redis_redis-master_1;0.31;6.484;0.08
redis_redis-replica_1;0.41;6.707;0.09
redis_redis-master_1;0.34;6.605;0.08
redis_redis-replica_1;0.41;6.707;0.09
redis_redis-master_1;0.34;6.605;0.08
redis_redis-replica_1;0.31;6.582;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.31;6.582;0.08
redis_redis-master_1;0.3;6.484;0.08
redis_redis-replica_1;0.44;6.594;0.08
redis_redis-master_1;0.66;6.496;0.08
redis_redis-replica_1;0.44;6.594;0.08
redis_redis-master_1;0.66;6.496;0.08
redis_redis-replica_1;6.16;6.582;0.08
redis_redis-master_1;14.38;6.449;0.08
redis_redis-replica_1;6.16;6.582;0.08
redis_redis-master_1;14.38;6.449;0.08
redis_redis-replica_1;0.31;6.582;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.31;6.582;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.35;6.586;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.35;6.586;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.36;6.582;0.08
redis_redis-master_1;0.38;6.449;0.08
redis_redis-replica_1;0.36;6.582;0.08
redis_redis-master_1;0.38;6.449;0.08
redis_redis-replica_1;0.38;6.582;0.08
redis_redis-master_1;0.28;6.449;0.08
redis_redis-replica_1;0.38;6.582;0.08
redis_redis-master_1;0.28;6.449;0.08
redis_redis-replica_1;0.4;6.578;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.4;6.578;0.08
redis_redis-master_1;0.31;6.449;0.08
redis_redis-replica_1;0.37;6.578;0.08
redis_redis-master_1;0.3;6.449;0.08
redis_redis-replica_1;0.37;6.578;0.08
redis_redis-master_1;0.3;6.449;0.08
redis_redis-replica_1;0.34;6.578;0.08
redis_redis-master_1;0.28;6.449;0.08
redis_redis-replica_1;0.34;6.578;0.08
redis_redis-master_1;0.28;6.449;0.08
redis_redis-replica_1;0.35;6.578;0.08
redis_redis-master_1;0.32;6.574;0.08
redis_redis-replica_1;0.35;6.578;0.08
redis_redis-master_1;0.32;6.574;0.08
redis_redis-replica_1;0.35;6.578;0.08
redis_redis-master_1;0.31;6.453;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.31;6.453;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.31;6.453;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.4;6.562;0.08
redis_redis-master_1;0.29;6.574;0.08
redis_redis-replica_1;0.4;6.562;0.08
redis_redis-master_1;0.29;6.574;0.08
redis_redis-replica_1;0.35;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.35;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.35;6.441;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.35;6.441;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.32;6.441;0.08
redis_redis-replica_1;0.36;6.562;0.08
redis_redis-master_1;0.32;6.441;0.08
redis_redis-replica_1;0.37;6.566;0.08
redis_redis-master_1;0.32;6.438;0.08
redis_redis-replica_1;0.37;6.566;0.08
redis_redis-master_1;0.32;6.438;0.08
redis_redis-replica_1;0.32;6.566;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.32;6.566;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.38;6.566;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.38;6.566;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.29;6.441;0.08
redis_redis-replica_1;0.41;6.562;0.08
redis_redis-master_1;0.29;6.441;0.08
redis_redis-replica_1;0.33;6.562;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.33;6.562;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.38;6.562;0.08
redis_redis-master_1;0.29;6.441;0.08
redis_redis-replica_1;0.38;6.562;0.08
redis_redis-master_1;0.29;6.441;0.08
redis_redis-replica_1;0.33;6.562;0.08
redis_redis-master_1;0.33;6.441;0.08
redis_redis-replica_1;0.33;6.562;0.08
redis_redis-master_1;0.33;6.441;0.08
redis_redis-replica_1;0.5;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.5;6.562;0.08
redis_redis-master_1;0.31;6.441;0.08
redis_redis-replica_1;0.5;6.562;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.34;6.562;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.34;6.562;0.08
redis_redis-master_1;0.3;6.441;0.08
redis_redis-replica_1;0.35;6.562;0.08
redis_redis-master_1;0.3;6.473;0.08
redis_redis-replica_1;0.35;6.562;0.08
redis_redis-master_1;0.3;6.473;0.08
redis_redis-replica_1;2.59;6.562;0.08
redis_redis-master_1;6.09;6.473;0.08
redis_redis-replica_1;2.59;6.562;0.08
redis_redis-master_1;6.09;6.473;0.08
redis_redis-replica_1;8.38;6.66;0.08
redis_redis-master_1;22.42;6.547;0.08
redis_redis-replica_1;8.38;6.66;0.08
redis_redis-master_1;22.42;6.547;0.08
redis_redis-replica_1;3.6;6.664;0.08
redis_redis-master_1;8.52;6.516;0.08
redis_redis-replica_1;3.6;6.664;0.08
redis_redis-master_1;8.52;6.516;0.08
redis_redis-replica_1;0.35;6.664;0.08
redis_redis-master_1;7.53;6.535;0.08
redis_redis-replica_1;0.35;6.664;0.08
redis_redis-master_1;7.53;6.535;0.08
redis_redis-replica_1;7.6;6.664;0.08
redis_redis-master_1;0.41;6.52;0.08
redis_redis-replica_1;7.6;6.664;0.08
redis_redis-master_1;0.41;6.52;0.08
redis_redis-replica_1;0.32;6.664;0.08
redis_redis-master_1;0.3;6.52;0.08
redis_redis-replica_1;0.32;6.664;0.08
redis_redis-master_1;0.3;6.52;0.08
redis_redis-replica_1;0.34;6.664;0.08
redis_redis-master_1;0.36;6.52;0.08
redis_redis-replica_1;0.34;6.664;0.08
redis_redis-master_1;0.36;6.52;0.08
redis_redis-replica_1;0.37;6.664;0.08
redis_redis-master_1;0.31;6.52;0.08
redis_redis-replica_1;0.37;6.664;0.08
redis_redis-master_1;0.31;6.52;0.08
redis_redis-replica_1;0.35;6.668;0.08
redis_redis-master_1;0.35;6.52;0.08
redis_redis-replica_1;0.35;6.668;0.08
redis_redis-master_1;0.35;6.52;0.08
redis_redis-replica_1;0.39;6.664;0.08
redis_redis-master_1;0.31;6.52;0.08
redis_redis-replica_1;0.39;6.664;0.08
redis_redis-master_1;0.31;6.52;0.08
redis_redis-replica_1;0.4;6.652;0.08
redis_redis-master_1;0.33;6.516;0.08
redis_redis-replica_1;0.4;6.652;0.08
redis_redis-master_1;0.33;6.516;0.08
redis_redis-replica_1;0.35;6.648;0.08
redis_redis-master_1;0.32;6.492;0.08
redis_redis-replica_1;0.35;6.648;0.08
redis_redis-master_1;0.32;6.492;0.08
redis_redis-replica_1;0.36;6.648;0.08
redis_redis-master_1;0.32;6.488;0.08
redis_redis-replica_1;0.36;6.648;0.08
redis_redis-master_1;0.32;6.488;0.08
redis_redis-replica_1;0.36;6.648;0.08
redis_redis-master_1;0.35;6.613;0.08
redis_redis-replica_1;0.36;6.648;0.08
redis_redis-master_1;0.35;6.613;0.08
redis_redis-replica_1;0.39;6.773;0.09
redis_redis-master_1;0.34;6.488;0.08
redis_redis-replica_1;0.39;6.773;0.09
redis_redis-master_1;0.34;6.488;0.08
redis_redis-replica_1;0.35;6.652;0.08
redis_redis-master_1;0.31;6.488;0.08
redis_redis-replica_1;0.35;6.652;0.08
redis_redis-master_1;0.31;6.488;0.08
redis_redis-replica_1;0.37;6.656;0.08
redis_redis-master_1;0.32;6.492;0.08
redis_redis-replica_1;0.37;6.656;0.08
redis_redis-master_1;0.32;6.492;0.08
