peer0.org1.example.com;8.145400189813397;105.80600885795717;1.343783612780771;
peer0.org2.example.com;7.981566761814128;106.91285315572377;1.3571170313986514;
orderer0.example.com;0.2948243412798064;14.530772584692368;0.18564930991217432;
ca.org2.example.com;0.060512121212121205;8.933396060605592;0.11430606060606621;
couchdb.peer0.org1.example.com;10.287260061919518;67.21858266253851;0.8528049535603724;
couchdb.peer0.org2.example.com;10.326458010536125;66.5435450883173;0.844632785869219;
ca.org1.example.com;0.03561515151515151;8.646834545454686;0.10950606060606359;
tender_brahmagupta;161.02476190476193;131.24571428571429;1.6663095238095242;
distracted_gates;161.62809523809526;132.63095238095235;1.6835714285714292;
dev-peer0.org2.example.com-marbles-v0;0.4698826979472135;6.826538332635139;0.33415165479679887;
dev-peer0.org1.example.com-marbles-v0;0.4637416107382553;6.953727348993129;0.33904362416106293;
peaceful_tharp;152.47877777777785;135.8614444444444;1.7246666666666666;
sad_rubin;155.3111111111111;135.32577777777772;1.717555555555555;
dev-peer0.org1.example.com-drm-v0;0.009862637362637367;5.827057142857091;0.28307142857141404;
dev-peer0.org2.example.com-drm-v0;0.007511061946902652;5.855886061946805;0.28796460176990274;
agitated_shirley;151.17936170212772;135.92425531914884;1.725425531914894;
tender_dewdney;152.14795698924726;136.069247311828;1.727311827956989;
dev-peer0.org2.example.com-simple-v0;0.002401289282836421;6.09395568090248;0.2953908138597909;
dev-peer0.org1.example.com-simple-v0;0.01032441200324411;6.1763852392539045;0.30029197080291775;
nostalgic_bassi;149.59711340206192;145.19762886597942;1.8442268041237098;
xenodochial_moser;149.51020618556709;143.2391752577319;1.819278350515465;
dev-peer0.org2.example.com-smallbank-v0;0.0005625000000000002;5.895312499999944;0.28607812500000296;
dev-peer0.org1.example.com-smallbank-v0;0.0011514195583596219;6.004809148264983;0.29372239747633955;
quizzical_poincare;157.5017777777777;138.5588888888888;1.7588888888888887;
gracious_babbage;158.13099999999994;137.4164444444445;1.7460000000000009;
busy_brown;157.77325842696618;135.22460674157304;1.716966292134832;
reverent_cori;157.80533333333338;138.24277777777777;1.7564444444444445;
zen_raman;144.41383838383834;137.05585858585866;1.7402020202020203;
crazy_hellman;142.91750000000002;126.79189999999997;1.6095999999999993;
keen_lederberg;126.14163793103441;134.89241379310357;1.7131896551724137;
quizzical_taussig;126.57982758620695;135.40508620689656;1.7190517241379313;
kind_moore;141.34533980582523;127.02359223300972;1.612621359223301;
vigilant_swirles;140.89242718446604;130.62618446601937;1.6596116504854364;
confident_wiles;154.36063829787227;137.53489361702125;1.7467021276595744;
cranky_ptolemy;152.65734042553183;129.89106382978727;1.6493617021276594;
trusting_cerf;154.00297872340425;127.45691489361707;1.6181914893617029;
recursing_bassi;148.62218750000005;133.41791666666663;1.6940625000000002;
youthful_sutherland;149.84854166666665;135.89281250000002;1.725312500000001;
peaceful_keller;150.18915789473675;132.63957894736845;1.6849473684210525;
wizardly_payne;132.307247706422;138.442752293578;1.7581651376146787;
modest_jang;132.9911214953272;133.23504672897187;1.69196261682243;
blissful_poincare;146.32989690721647;133.30360824742263;1.6935051546391753;
vibrant_tharp;147.37422680412368;131.50845360824744;1.669793814432989;
friendly_mirzakhani;150.9309677419355;133.90913978494626;1.6995698924731186;
quizzical_hellman;151.25152173913034;130.85195652173917;1.6617391304347813;
adoring_meninsky;149.3323404255319;134.0087234042553;1.702446808510637;
vigorous_noyce;149.43505376344092;127.08344086021503;1.6137634408602146;
gallant_elion;145.98298969072158;137.30298969072166;1.7442268041237112;
wonderful_colden;143.7974489795919;132.39285714285708;1.6814285714285717;
fervent_goodall;149.54340425531916;129.52755319148932;1.6448936170212773;
sharp_matsumoto;152.36574468085098;133.00989361702128;1.6895744680851066;
festive_colden;154.3001086956522;132.2180434782609;1.6780434782608695;
jovial_tereshkova;153.21239130434785;131.8013043478261;1.6735869565217385;
modest_robinson;144.2002;134.74750999999998;1.7112;
clever_mayer;146.14292929292935;137.70204040404042;1.7486868686868704;
